File Path| Bundle Name| Line Number| Line Content| CSS Variable Name
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2019| background-color:#ff3300;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2034| color:#fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2044| color:#666;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2049| color:#fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2054| border-top:solid 1px #ccc;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2062| color: #333333;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2063| background-color: #ffdab9;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2064| border: 1px dashed #ff3300;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2070| color:#ff3300;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2077| color: #ff3300;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2078| background-color:#fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2103| color: #455e74;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2151| border-bottom: 1px solid #7eadd9;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2188| color: #777;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2192| color:Red;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2202| border: 5px solid #E0E0E0;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2208| color: red;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2230| background-color:#eee;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2231| border:1px solid #dcdcdc;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2251| background-color:#b5d0e8;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2260| color:red;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2267| color:#333;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2285| color:#bbb;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2412| color:#bbb;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2438| color:#666;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2442| border:solid 1px #ccc;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2459| background-color: #fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2460| border:1px solid #ccc;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2488| background-color:#ddd;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2515| color:#666;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2534| color:#333;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2542| background-color:#dcdcdc;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2565| background-color: #fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2573| border-top: 1px solid #669900;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2574| border-left: 1px solid #669900;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2575| border-bottom: 1px solid #669900;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2580| border-top: 1px solid #669900;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2582| border-bottom: 1px solid #669900;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2583| border-right:1px solid #669900;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2588| border: 3px solid #669900 !important;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2589| background-color: #f2f0f5;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2598| color:#336699;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2602| color:#666;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2608| color:#333;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2614| border-bottom:solid 1px #dcdcdc;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2620| color:#336699;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2626| color:#666;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2631| color:#669900;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2636| color:#bf4900;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2641| color:#669900;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2645| background-color:#f2f0f5;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2647| border:solid 1px #ccc;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2653| color:#666;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2658| color:#333;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2662| color:#669900;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2681| border: 1px solid #FFA500;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2682| background-color: #fffaea;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2688| border: 3px solid #669900;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2689| background-color: #f2f0f5;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2695| color:#333 !important;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2707| color:#333;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2714| border: 1px solid #FFA500;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2715| background-color: #fffaea;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2720| color:#bf4900;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2729| color:#666;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2738| color:#bf4900;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2742| color:#bf4900;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2771| background-color:#fffaea;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2775| border-bottom:solid 1px #ccc;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2787| color:#bf4900;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2793| color:#bf4900;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2801| color:#bf4900;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2818| background-color: #f2f0f5;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2831| background-color:#f2f0f5;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2841| color: #FF3300;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2847| background-color:#fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2858| border-left:solid 1px #ccc;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2867| color:Red;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2874| background-color: #f2f0f5;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2876| color: #FF3300;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2912| color:#333;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2926| color:#444;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2940| border-top:solid 1px #dcdcdc;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2944| border-bottom: solid 2px #669999;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2960| background-color: #dcdcdc;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2961| color: #333;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2971| color: #fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2972| background-color:#669999;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2976| background-color:#d3d3d3;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2986| border-top:solid 1px #dcdcdc;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 2990| color:Red;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3012| color:#999;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3021| background-color: #FFFFCC;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3028| background-color: #FFFFCC;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3047| border:solid 1px #dcdcdc;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3053| border:solid 1px #dcdcdc;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3076| background-color: #DDEFFF;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3085| background-color: #F0F8FF;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3100| background-color:#f2f0f5;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3114| background-color: #e4e4e4;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3125| background-color: #fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3129| border-bottom:solid 1px #ccc;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3156| background-color:#f2f0f5 !important;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3160| color:#0066FF;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3267| background-color: #90bd63;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3268| color:#fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3278| background: #90bd63;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3290| background: #d3d3d3 !important;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3299| color: #010101 !important;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3313| background: #61942e;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3318| background: #F2F0F5 !important;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3326| color: #333 !important;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3336| border:solid 1px #dcdcdc;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3349| color:#666;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3357| border:solid 1px #fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3361| background-color:#eee;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3366| border:solid 1px #dcdcdc;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3367| background-color:#eee;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3387| color:#fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3396| background: #ccc;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3406| background: #e0e0e0;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3413| color: #000;| --grey-grey-15
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3424| border-bottom: 1px solid #AAA;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3425| border-right: 1px solid #AAA;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3429| background-color: #fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3438| background-color:#fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3448| border-bottom:1px solid #FC3;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3451| background-color: #FFC;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3505| background-color: #FFFFCC;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3510| background-color: #F7F7F7;| --fd-color-neutral-5
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3513| color: #807979;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3516| border-color: #D0D0D0;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3538| background-color:#f2f0f5;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3539| border-left:dashed 1px #ccc;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3540| border-right:dashed 1px #ccc;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3611| color:#fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3621| border-bottom:solid 1px #333;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3629| background-color:#ccc;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3642| background-color:#333;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3643| color:#fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3685| color: #333;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3690| color: #fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3691| background: #111;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3692| border: 1px solid #333;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3718| border: solid 1px #ff0000;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3775| color: #fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3776| background: #bbb;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3777| border: 1px solid #bbb;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3826| background-color:#fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3847| background-color: #fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3849| border-bottom:1px solid #ccc;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3854| text-shadow: 0px 1px 1px #dcdcdc;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3856| color: #333;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3862| border-bottom: 1px solid #f5f5f5;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3868| color:#666;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3892| color:#666;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3894| color: #666;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3900| color: #666;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3910| background-color:#e0e0e0;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3911| color: #666;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3921| color:#9CCE49;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3928| color:#666;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3933| color:#666;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3945| border-bottom:solid 1px #eee;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3951| background:whitesmoke;| --fd-button-color,--fd-color-action-2
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3970| color:#bbb;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3976| border: 1px solid #dcdcdc;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3977| background: white;| --fd-button-color,--fd-color-action-2
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3985| border: 1px solid #227AFF;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3986| background: #E8F1FE;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 3995| background-color: #f5f5f5;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 4002| background-color: #9CC153;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 4005| color: White;| --fd-button-color,--fd-color-action-2
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 4013| background-color: #ccc;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 4016| color: White;| --fd-button-color,--fd-color-action-2
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 4023| color: #ccc;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 4030| color: #fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 4032| background-color: #428bca;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3.css| | 4033| border-color: #428bca;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 16| color: #010101;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 26| background-color:#f2f0f5;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 33| background: #f0f0f0 url(../images/bgtile.gif) repeat -70% 0;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 69| color:#fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 81| /*background-color:#666;*/| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 98| /*color:#382E1F;*/| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 99| color:#ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 109| color:#ffffff;| --litmos-none-background,--litmos-navbar-text-color,--white-background
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 138| background-color:#666;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 171| color:#fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 184| color:#496132;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 201| color:#fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 225| background-color:#f2f0f5;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 231| color:#666;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 232| background-color:#f2f0f5;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 239| color:#666;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 245| color:#bf4900;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 252| border: 1px solid #FFA500;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 253| background-color: #fffaea;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 254| color:#bf4900;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 265| border-bottom: 1px solid #FFA500;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 266| color:#bf4900;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 296| color:#666;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 314| color:#999;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 320| color: #0066ff;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 325| color:#999;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 329| background-color:#f2f0f5;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 338| color:#fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 347| color:blue;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 360| color:#666;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 368| color: #99cc66;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 378| color: #fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 421| color: #fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 437| color:Red;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 884| color:#fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 888| background-color:Orange;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 889| border-color:Orange;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 893| background-color:Green;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 894| border-color:Green;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 898| background-color:Red;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 899| border-color:Red;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 903| background-color:#fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 904| border-color:#fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 944| color:#fff !important;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 948| background-color:#99CC66;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 949| border-color:#99CC66;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 954| background-color:#CCC;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 955| border-color:#CCC;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 959| background-color:#CC0000;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 960| border-color:#CC0000;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 986| color:#fff !important;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 990| background-color:green;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 991| border-color:green;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 996| background-color:#CCC;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 997| border-color:#CCC;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1008| background-color: #E4E4E4;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1009| border-color: #E4E4E4;      */| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1020| color:#fff;       */| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1024| background-color: #5A6986;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1025| border-color: #5A6986;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1029| background-color: #64992C;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1030| border-color: #64992C;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1034| background-color: #D95FD1;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1035| border-color: #D95FD1;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1039| background-color: #795EA5;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1040| border-color: #795EA5;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1044| background-color: #85A5E0;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1045| border-color: #85A5E0;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1049| background-color: #FE96A1;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1050| border-color: #FE96A1;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1054| background-color: #8C513B;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1055| border-color: #8C513B;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1059| background-color: #F29422;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1060| border-color: #F29422;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1064| background-color: #A7D78D;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1065| border-color: #A7D78D;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1069| background-color: #006699;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1070| border-color: #006699;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1074| background-color: #3cb371;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1075| border-color: #3cb371;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1079| background-color: #778899;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1080| border-color: #778899;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1085| background-color: #333;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1086| border-color: #333;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1091| background-color: #333;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1092| border-color: #333;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1097| background-color:#fff;| --litmos-none-background
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1112| border-bottom:1px solid #CC0033;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1116| border-top:1px solid #CC0033;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1121| color:#BBB;| 
c:\epam-work\litmos_core\litmosapp\static\css\v3_sfdc.css| admin-sfdc| 1135| border-bottom:solid 1px #ccc;| 
